code,food,Chakula,TRP,THR,ILE,LEU,LYS,MET,CYS,PHE,TYR,VAL,ARG,HIS,ENERGY_KC ,PROCNT,A_PROTEI ,MFP_PROT,FAT,CHOCDF,FASAT,FAMS,FAPU,CHOLE,FIB,SUCS,PHYTAC,CA,P,MG,K,NA,FE,MFP_FE,ZN,CU,MN,VITA,A_VITA,VITD,VITE,VITC,THIA,RIBF,NIA,VIT B6,FOL,VIT B12,PANT
1,Biscuit ,Biskuti,122,256,334,632,258,159,198,452,274,387,366,198,434,9.2,0,0,11.8,71.5,2.1,6.5,1.8,0,2.7,0.4,180,119,105,27,128,1302,1.2,0,0.8,0.2,0.7,0,0,0,1,0,0.1,0.04,1.1,0.04,31,0,0.46
2,Bread roll,Mkate wa miviringo,102,248,338,616,205,158,192,436,250,382,320,191,274,8.8,0,0,3,51.9,0.6,1.2,0.7,0,2.8,0.1,30,120,105,27,113,609,7.8,0,0.9,0.19,0.51,0,0,0,0,0,0.6,0.24,2.8,0.04,31,0,0.39
3,"Bread, white",Mkate,102,248,338,616,205,158,192,436,250,382,320,191,274,8.8,0,0,3,51.9,0.6,1.2,0.7,0,2.8,0.1,30,10,105,27,113,609,0.5,0,0.9,0.19,0.51,0,0,0,0,0,0.11,0.08,0.9,0.04,31,0,0.39
6,Cake,Keki,58,169,209,365,217,107,92,236,169,237,212,109,320,4.7,2.2,0,12.3,48.6,3.5,5.3,2.9,50,0.6,28.2,68,38,68,9,75,182,0.4,0,0.4,0.04,0.16,34,34,0,1,0,0.04,0.12,0.3,0.03,10,0.22,0.32
7,Cookie,Biskuti,70,179,230,390,256,110,104,250,175,263,221,112,478,5.1,0,0,21.1,67.9,5.4,11.8,2.7,51,0.5,22,116,21,80,12,63,357,0.7,0,0.4,0.08,0.32,27,0,0,3,0,0.04,0.05,1,0.06,12,0.09,0.25
8,Donut,Mandazi,70,179,230,390,256,110,104,250,175,263,221,112,478,5.1,0,0,21.1,67.9,5.4,11.8,2.7,51,0.5,22,116,21,80,12,63,357,0.7,0,0.4,0.08,0.32,27,0,0,3,0,0.04,0.05,1,0.06,12,0.09,0.25
9,"Infant cereal, Cerelac",Cerelac (chakula cha mtoto),184,581,752,1288,873,344,193,705,597,904,763,359,387,14,8.5,0,1,78.1,0.5,0.1,0.4,0,2.8,0.4,288,315,338,58,482,130,0.5,0,1.9,0.12,0.87,3,3,0,0,3,0.15,0.4,1.2,0.22,18,0.95,1.77
10,"Maize, cracked, cooked",Mahindi ya kukobolewa yaliyopikwa,171,353,515,913,255,207,375,647,350,568,493,272,119,2.7,0,0,1.2,25.4,0.2,0.3,0.5,0,2.4,0.1,264,2,80,42,95,12,1.2,0,0.6,0.06,0.17,0,0,0,0,0,0.13,0.07,1.2,0.1,8,0,0.14
11,"Maize, dried, raw",Mahindi makavu,19,101,96,329,75,56,48,132,109,136,134,82,362,8.1,0,0,3.6,76.9,0.2,0.9,1.6,0,7.3,0.3,800,6,241,127,287,35,3.5,0,1.8,0.19,5,0,0,0,1,0,0.39,0.2,3.6,0.3,25,0,0.43
12,"Maize, flour, dry", Unga wa mahindi,57,305,291,996,228,170,146,399,330,411,405,248,362,8.1,0,0,3.6,76.9,0.5,0.9,1.6,0,7.3,0.3,800,6,241,127,287,35,3.5,0,1.8,0.19,0.5,0,0,0,1,0,0.39,0.2,3.6,0.3,25,0,0.43
13,"Maize, green, cooked", Mahindi ya kuchemsha,57,305,291,996,228,170,146,399,330,411,405,248,246,7.5,0,0,3,57.2,0.5,0.9,1.4,0,6.4,3.4,71,5,235,73,568,39,1.4,0,1.1,0.11,0.43,0,0,0,0,14,0.5,0.16,3.6,0.14,105,0,2.01
14,"Maize, on the cob, immature",Mahindi machanga,52,303,303,816,321,157,62,85,287,435,308,207,59,1.8,0,0,0.7,13.8,0.5,0.2,0.3,0,1.5,0.8,17,1,57,18,137,9,0.3,0,0.3,0.03,0.1,7,0,0,0,3,0.12,0.04,0.9,0.03,25,0,0.48
15,"Maize, yellow, flour",Unga wa mahindi ya njano,13,73,73,197,78,38,15,85,69,105,74,50,362,8.1,0,0,3.6,76.9,0.1,0.9,1.6,0,7.3,0.3,800,6,241,127,287,35,3.5,0,1.8,0.19,0.5,11,0,0,0.42,0,0.385,0.201,3.632,0.304,25,0,0.425
16,"Millet, bulrush",Uwele,57,305,291,996,228,170,146,399,330,411,405,248,361,11.6,0,0,5,68.7,0.5,1.1,2.2,0,24.7,1.6,870,42,296,137,307,11,8,0,3.1,1.06,1.15,20,0,0,0,0,0.26,0.23,2.1,0.29,32,0,0.46
17,"Millet, finger, grain or flour","Ulezi, Unga wa ulezi",205,446,484,1395,353,279,205,539,372,614,558,260,328,6.6,0,0,1.3,76.2,0.9,3.1,2.4,0,9,0.8,694,275,283,27,408,11,2.7,0,1.2,0.47,5.49,5,0,0,0,0,0.27,0.14,0.8,0.23,10,0,0.37
18,Mixed porridge flour (with maize), Unga wa uji mchanganyiko na mahindi,94,225,421,727,252,221,131,326,232,505,316,137,382.2,13.8,0,0,10.2,63.5,0.3,6.2,6.1,0,7,1.8,1037.2,11.9,306.8,103.2,513.1,15,4.6,0,2,0.57,2.3,2.3,0,0,1.6,0.3,0.2,0.1,2.8,0.1,39,0,0.6
19,Mixed porridge flour (no maize),Unga wa uji mchanganyiko bila mahinidi),159.2,514,598,1251.8,595.3,239.8,185,693.8,509,707,1029.5,348.7,332.2,10.07,0,0,7,62.1,2.2,4.1,4,0,8.6,1.3,699,55,235.3,60.5,263.5,8.2,3.3,0,1.4,0.4,1.6,3.5,0,0,2.3,0,0.2,0.088,4.2,0.2,32.9,0,0.9
20,"Porridge, fermented",Uji uliochachuka,132,419.7,480.1,1203.5,361.6,201.4,172.7,622.2,425.3,606.1,922.9,288.5,43,1,0,0,0.4,9.2,1,0.442,0.379,0,2.4,0.1,353,1,29,15,34,4,0.4,0,0.2,0.02,0.06,0,0,0,0,0,0.05,0.02,0.4,0.04,3,0,0.05
21,"Rice, fried and boiled",Wali wa kukaanga na kuchemsha,192.1,655.3,701,1420.8,801,258.3,266.4,868.8,654.7,816.2,1438.5,452.6,174,2.6,0,0,7.4,24.6,1.5,0.1,0.2,0,0.9,0,96,7,50,20,242,9,0.6,0,0.4,0.1,0.38,87,0,0,0,19,0.07,0.06,0.9,0.12,16,0,0.54
22,"Rice, flour, local",Mchele au unga wa mchele wa kenyeji,72,217,244,488,207,144,137,317,314,348,516,149,366,5.9,0,0,1.4,80.1,0.1,1.8,4.3,0,1.3,0.1,94,8,104,36,81,0,0.6,0,1.1,0.11,1.06,0,0,0,0,0,0.06,0.06,1.1,0.14,6,0,1.15
23,"Rice, white, grain, raw", Mchele,75,263,281,538,235,153,133,318,217,397,542,153,358,6.5,0,0,0.52,79.8,0.386,0.1,0.4,0,2.7,0.4,282,8,103,36,81,0,0.6,0,1.1,0.11,1.06,0,0,0,0,0,0.06,0.06,1.1,0.14,6,0,1.14
24,Sorghum,Mtama,78,238,288,552,241,157,137,356,224,406,554,157,339,11.3,0,0,3.3,74.6,1.1,0.993,1.37,0,9,0.7,439,15,222,34,131,7,4.1,0,0.8,0.34,0.9,6,0,0,1,0,0.24,0.08,2.2,0.15,11,0,0.75
26,"Sorghum, flour",Unga wa mtama,78,237,287,550,240,156,137,354,223,405,552,156,339,11.3,0,0,3.3,73.7,0.14,1,1.4,0,12.7,0.7,618,25,222,171,131,7,4.1,0,1.6,0.46,0.78,7,0,0,1,0,0.3,0.1,2.8,0.19,14,0,0.94
28,"Wheat,dough, deep fried", keik ya ngano,124,346,433,1491,229,169,127,546,321,561,355,246,317,7.2,0,0,7.7,53.4,0.457,0.3,0.8,0,4.8,0.8,227,11,76,15,75,1,0.8,0,0.5,0.1,0.48,0,0,0,0,0,0.07,0.03,0.8,0.03,13,0,0.27
29,"Wheat, flour, whole grain", Unga wa ngano usiokobolewa,212,395,508,926,378,212,317,646,400,618,542,317,339,13.7,0,0,1.87,72.57,0.5,1.7,4.4,0,1.9,0.3,197,15,108,22,107,2,1.2,0,0.7,0.14,0.68,0,0,0,0,0,0.4,0.2,6.4,0.3,34,0,1
30,"Wheat, flour, 72% extract", Unga wa ngano ,89,197,250,497,160,128,153,364,218,291,292,161,364,10.3,0,0,1,76.3,0.3,0.1,0.4,0,2.7,0.4,282,15,108,22,107,2,1.2,0,0.7,0.14,0.68,0,0,0,0,0,0.1,0.04,1.1,0.04,18,0,0.39
31,"Wheat, flour, maida",Unga wa ngano mweupe,127,281,357,710,228,183,219,520,312,415,417,230,349,12.3,0,0,1.5,74.1,0.322,0.2,0.2,5,0.7,0.2,290,26,251,92,286,4,2.8,0,2,0.29,2.55,0,0,0,1,0,0.26,0.13,3.8,0.21,26,0,0.71
32,Bhajia (chickpea flour fritters),Bhajia,184.2,708,817.6,1354.5,1274.8,249.3,257.7,1019,474.1,799.5,1801.7,524.3,356,19.2,0,0,5.6,59.7,0.68,1.3,2.6,0,16.3,3.1,628,107.6,363.8,104.6,649,15.2,6.3,0,3.2,0.7,2.2,34.4,0,0,0.06,21.3,0.2,0.1,1.1,0.3,368.6,0,0.6
33,Macaroni or spaghetti,Tambi,127,281,357,710,228,183,219,520,312,415,417,230,371,10.5,0,0,1,77.8,1.1,0.6,0.3,0,13.4,0.2,520,15,110,22,109,2,1.2,0,0.1,0.05,0.03,0,0,0,0,0,0,0,0,0,0,0,0
34,Mixed porridge flour (maize and oil),Unga wa uji mchanganyiko (mahinidi na mafuta),178,349,448,840,318,200,278,596,365,537,552,282,414.4,16.9,0,0,15.6,56.1,0.2,0.161,0.138,0,0.8,0.3,352,78,333.4,147.6,63.1,18.2,5.6,0,2.6,0.6,3.1,0.6,0,0,2.8,0.6,0.3,0.2,2.8,0.2,63,0,0.76
35,Semolina,Semolina,127,281,357,710,228,183,219,520,312,415,417,230,364,10.3,0,0,1,76.3,0.3,0.1,0.7,0,8.4,0.4,620,15,108,22,107,2,1.2,0,0.7,0.14,0.68,0,0,0,0,0,0.1,0.04,1.1,0.04,18,0,0.39
101,"Avocado, raw, all common variety",Parachichi,25,73,84,143,132,30,27,232,49,107,88,49,160,2,0,0,14.7,8.5,2.1,9.8,1.8,0,6.7,0.7,0,12,52,29,599,7,0.6,0,0.6,0.2,0.1,7,0,0,2.07,10,0.067,0.13,1.738,0.257,81,0,1.389
102,"Banana, ripe",Ndizi mbivu,9,28,28,68,50,8,9,49,9,49,49,770,89,1.09,0,0,0.33,22.84,0.112,0.032,0.073,0,2.6,12.23,0,5,22,27,358,1,0.3,0,0.2,0.1,0.3,3,0,0,0.1,8.7,0.031,0.073,0.665,0.367,20,0,0.334
103,"Baobab, pulp",Ubuyu (bila mbegu),48,145,145,252,222,39,58,135,125,204,135,68,305,4.2,0,0,1.3,77.8,0.4,0.1,0.4,0,5.1,0.6,0,36,199,46,1221,3,1.9,0,0.3,0.69,0.25,0,0,0,1,201,0.01,0.63,3.4,0.1,13,0,0.51
107,"Jackfruit, raw",Fenesi,12,34,33,71,48,11,17,38,24,47,47,81,94,1.47,0,0,0.3,24.01,0.063,0.044,0.086,0,1.6,6.5,0,34,36,37,303,3,0.6,0,0.4,0.2,0.2,15,0,0,0,6.7,0.03,0.11,0.4,0.108,14,0,0.5
108,"Orange juice, concentrated, unsweetened",Juisi ya machungwa,2,7,6,11,8,3,4,7,3,4,40,3,42,0.59,0,0,0.14,9.85,0.018,0.025,0.034,0,0.2,8.4,0,40,14,10,181,0,0.1,0,0.1,0.05,0.03,8,0,0,0,53,0.09,0.04,0.3,0.06,30,0,0.25
109,"Lemon, raw, without peel",Limao,9,15,25,23,47,20,10,31,16,40,65,18,29,1.1,0,0,0.3,9.3,0,0,0.1,0,2.8,0.3,0,26,16,8,138,2,0.6,0,0.1,0.04,0.03,1,0,0,0.15,53,0.04,0.02,0.1,0.08,11,0,0.19
110,"Limes, raw",Ndimu,9,15,25,23,47,20,10,31,16,40,65,18,30,0.7,0,0,0.2,10.54,0.022,0.019,0.055,0,2.8,1.69,0,26,16,8,138,2,0.6,0,0.1,0.04,0.03,2,0,0,0.22,29.1,0.03,0.02,0.2,0.043,8,0,0.217
111,Mango juice,Juisi ya embe,3,8,8,13,17,2,0,7,4,11,8,5,54,0.2,0,0,0.1,14.1,0,0,0,0,0.8,11,8,4,5,4,66,1,0,0,0,0.05,0.01,168,0,0,0,15,0.03,0.03,0.3,0.05,6,0,0.07
112,"Mango, ripe, fresh-EP", Embe mbivu (EP),8,19,18,31,41,5,0,17,10,26,19,12,65,0.5,0,0,0.3,17,0.1,0.1,0.1,0,1.8,9.9,20,10,11,9,156,2,0.1,0,0,0.11,0.03,38,0,0,1.12,27.7,0.058,0.057,0.584,0.134,14,0,0.16
113,"Mango, unripe",Embe mbichi,8,19,18,31,41,5,4,17,10,26,19,12,65,0.5,0,0,0.3,17,0.1,0.1,0.1,0,1.8,4.9,20,10,11,9,156,2,0.1,0,0,0.11,0.03,10,0,0,1,43,0.06,0.06,0.6,0.13,5,0,0.16
114,"Orange, raw - AP",Chungwa,9,15,25,23,47,20,10,31,16,40,65,18,47,0.9,0,0,0.1,11.8,0,0,0,0,2.4,4.2,0,40,14,10,181,0,0.1,0,0.1,0.05,0.03,8,0,0,0,53,0.09,0.04,0.3,0.06,30,0,0.25
115,"Papaya, ripe",Papai bivu,8,11,8,16,25,2,5,9,5,10,10,5,39,0.6,0,0,0.1,9.8,0,0,0,0,1.8,1.8,0,24,5,10,257,3,0.1,0,0.1,0.02,0.01,135,0,0,1,62,0.03,0.03,0.3,0.02,38,0,0.22
116,"Papaya, unripe",Papai bichi,8,11,8,16,25,2,5,9,5,10,10,5,39,0.6,0,0,0.1,9.8,0,0,0,0,1.8,1.8,0,24,5,10,257,3,0.1,0,0.1,0.02,0.01,135,0,0,1,62,0.03,0.03,0.3,0.02,38,0,0.22
117,"Passion, fruit",Tunda la Pasheni,2,27,20,40,23,17,6,22,18,38,18,13,43,0.7,0,0,0.1,11.1,0,0,0,0,2,5.6,0,5,12,7,197,0,0.1,0,0.1,0.07,0.05,54,0,0,1,7,0.02,0.04,1,0.02,3,0,0.17
118,"Pears, raw",Pear Peasi,2,24,18,36,21,15,5,20,16,34,16,12,58,0.38,0,0,0.12,15.46,0.006,0.026,0.029,0,3.1,9.8,55,9,11,0.2,119,1,0.2,0,0.1,0.1,0.04,1,0,0,0.12,4.2,0.012,0.025,0.157,0.028,7,0,0.048
119,"Pineapple, raw, all variety",Nanasi,5,14,14,24,226,12,14,21,13,24,19,10,48,0.54,0,0,0.12,12.63,0.009,0.014,0.042,0,1.4,9.26,0,7,7,14,113,1,0.4,0,0.1,0.11,1.65,3,0,0,0,36.2,0.09,0.04,0.5,0.09,15,0,0.16
120,Pineapple juice,Juisi ya nananasi,5,12,13,19,25,11,2,12,12,16,18,9,49,0.4,0,0,0.4,12.4,0,0,0.1,0,1.2,3.1,0,7,7,14,113,1,0.4,0,0.1,0.11,1.65,2,0,0,0,15,0.09,0.04,0.4,0.09,11,0,0.16
121,"Plums, raw",Matunda damu,5,12,13,19,25,11,2,12,12,16,18,9,46,0.7,0,0,0.28,11.42,0.017,0.134,0.044,0,1.4,9.92,63,6,16,7,157,0,0.2,0,0,0.1,0.05,5,0,0,1,9.5,0.02,0.01,0.4,0.05,5,0,0
122,Tamarind,Ukwaju,2,7,8,12,12,2,3,5,4,9,6,3,270,2.9,0,0,0.5,71.2,0.2,0,0.1,0,3.6,0,0,44,87,30,676,11,1.9,0,0.3,0.28,0.28,1,0,0,1,3,0.14,0.08,0.7,0.23,3,0,0.05
123,"Tamarind, fruit, fresh",Ukwaju mbichi,14,79,22,61,66,96,49,61,52,79,215,105,59,0.2,0,0,0.4,15.3,0.1,0,0.1,0,2.7,3.3,63,7,7,5,115,0,0.2,0,0,0.04,0.05,5,0,0,1,6,0.02,0.01,0.1,0.05,3,0,0.06
124,"Tangerines, raw", Machenza,2,7,8,12,12,2,3,5,4,9,6,3,53,0.81,0,0,0.31,13.34,0.039,A,0.065,0,1.8,10.58,0,40,14,10,181,0,0.1,0,0.1,0.05,0.03,34,0,0,0.2,26.7,0.058,0.036,0.376,0.078,16,0,0.216
125,"Watermelon, raw",Tikiti maji,7,27,19,18,62,6,2,15,12,16,59,6,30,0.6,0,0,0.2,7.6,0.016,0.037,0.05,0,0.4,7.6,0,7,11,10,112,1,0.2,0,0.1,0.03,0.04,28,0,0,0,8.1,0,0.02,0.2,0,3,0,0.21
126,Passion juice,Juisi ya pesheni,110.1,0.3,0,0,0,28.4,0,0,0,0,0.8,25.5,110.1,0.3,0,0,0,28.4,0,0,0,0,0.8,25.5,0,2.2,5.3,2.8,79.3,0.2,0.1,0,0,0,0,21.6,0,0,0.4,2.8,0,0,0.4,0,1.2,0,0.1
127,Peach,peach,7,27,19,18,62,6,2,15,12,16,59,6,39,0.6,0,0,0.1,10,0,0,0,0,1.8,5,0,6,20,9,190,0,0.2,0,0.2,0.06,0.05,49,0,0,1,6,0.02,0.04,0.9,0.02,3,0,0.15
128,Raspberry,Rasiberi,7,19,14,31,25,1,5,18,21,18,26,12,52,0.7,0,0,0.4,12.8,0,0,0.2,0,5,0.4,0,25,29,22,151,1,0.7,0,0.4,0.14,0.7,16,0,0,1,21,0.03,0.04,0.4,0.06,34,0,0.24
129,"Apples, raw, with skin",Apple,2,6,7,11,11,2,3,4,4,8,5,3,52,0.2,0,0,0.2,13.8,0,0,0.1,0,2.4,10.4,55,6,11,5,107,1,0.1,0,0,0.04,0.04,3,0,0,0.18,4.6,0.017,0.026,0.091,0.041,3,0,0.061
130,Durian,Duriani,7,34,33,123,37,37,4,38,24,47,47,81,147,1.5,0,0,5.3,27.1,0,0,0,0,3.8,8.1,0,6,39,30,436,2,0.4,0,0.3,0.2,0.3,2,0,0,0,47.9,0.4,0.2,1.1,0.3,36,0,0.2
131,"Custard-apple (bullock's heart), raw",Sitafeli,7,34,33,123,37,4,17,38,24,47,47,81,101,1.7,0,0,0.6,25.2,0,0.1,0.1,0,2.4,9.9,20,23,23.4,60,414,9,0.7,0,1.4.,2.4,0.28,2,0,0,0,19.2,0.08,0.1,0.5,0.221,0,0,0.135
132,"Soursop, raw",Staferi,11,27,19,18,60,7,2,15,12,16,59,6,66,1,0,0,0.3,16.84,0.051,0.09,0.069,0,3.3,13.54,20,14,27,21,278,14,0.6,0,0.1,0.0896,0.05,0,0,0,0.08,20.6,0.07,0.05,0.9,0.06,14,0,0.3
133,"Date, red, dried",Tende ulyokaushiwa,12,70,19,54,58,86,43,54,46,70,191,94,240,2.6,0,0,0.4,63.3,0.2,0,0.1,0,3.2,0,0,39,78,26,601,10,1.7,0,0.2,0.25,0.25,1,0,0,1,2,0.13,0.07,0.6,0.2,2,0,0.04
134,"Date, yellow",Tende mbichi,3,10,11,17,17,3,4,7,6,13,9,4,84,0.3,0,0,0.6,21.7,0.1,0,0.1,0,3.8,4.7,89,10,10,7,163,0,0.3,0,0,0.06,0.07,7,0,0,1,9,0.03,0.01,0.1,0.07,4,0,0.09
151,"Bambara groundnut, fresh",Njugu mawe mbichi,150,492,543,883,739,150,113,559,443,549,994,332,141,12.4,0,0,6.4,11.1,0.7,1.2,3,0,4.2,0.5,270,145,158,60,539,14,2.5,0,0.9,0.12,0.5,16,0,0,2,17,0.26,0.16,1.3,0.06,111,0,0.13
153,"Beans, kidney, mature, boiled without salt", Maharage makavu yaliyopikwa,140,319,41,736,607,113,81,511,205,500,475,238,127,8.67,0,0,0.5,22.8,0.073,0.039,0.278,0,6.4,0.32,617,28,142,45,403,2,2.9,0,1.1,0.24,0.48,0,0,0,0.03,1.2,0.16,0.058,0.578,0.12,130,0,0.22
154,"Bean, kidney, green, cooked",Maharage mabichi yaliyopikwa,135,478,502,908,779,170,123,614,320,595,703,317,166,11.4,0,0,0.7,29.9,0.1,0,0.4,0,8.4,1.3,808,37,186,59,528,3,3.8,0,1.4,0.31,0.63,0,0,0,0,1,0.21,0.08,0.8,0.16,170,0,0.29
155,"Bean, mung, dry",Choroko kavu,95,294,314,592,523,110,85,451,250,368,535,240,116,7.7,0,0,0.5,20.8,0.1,0,0.2,0,6.5,1.4,358,24,156,53,278,4,2.5,0,1.3,0.27,0.48,2,0,0,0,0,0.2,0.06,0.5,0.1,208,0,0.41
156,"Bean, mung, raw",Choroko mbichi,251,776,829,1563,1381,290,224,1191,660,972,1412,634,306,20.3,0,0,1.3,54.9,0.3,0,0.5,0,17.2,3.7,945,63,412,140,734,11,6.6,0,3.4,0.71,1.27,5,0,0,0,0,0.53,0.16,1.3,0.26,549,0,1.08
157,Cashewnut,Korosho,358,739,866,1552,666,227,358,1113,705,1028,2495,558,589,20,0,0,52.2,20.4,4.9,33.9,11,0,10.9,5,2580,266,520,296,732,11,3.7,0,2.9,0.94,2.27,0,0,0,24,1,0.21,0.78,3.4,0.11,59,0,0.47
158,Chickpea,Dengu,85,329,380,631,593,116,119,475,220,372,835,244,164,8.9,0,0,2.6,27.4,0.3,0.6,1.2,0,7.5,1.4,293,49,168,48,291,7,2.9,0,1.5,0.35,1.03,3,0,0,0,1,0.12,0.06,0.5,0.14,172,0,0.29
159,Chickpea flour (besan),Unga wa dengu,272,1053,1216,2019,1898,371,381,1520,704,1190,2672,781,387,22.39,0,0,6.69,57.82,0.693,1.504,2.983,0,10.8,10.85,938,157,538,154,931,22,9.3,0,4.8,1.12,3.3,2,0,0,0.83,0,0.486,0.106,1.762,0.492,437,0,0.606
160,"Coconu immature, meat and water", Maji na nyama ya dafu,6,20,23,39,29,8,11,23,15,31,62,12,70,0.5,0,0,3.4,10,3,0.1,0,0,0.9,7.4,32,126,48,3,66,5,0.4,0,0.1,0.07,0.18,0,0,0,0,1,0.02,0.01,0.2,0.02,8,0,0.09
163,"Cowpea, uncooked",Kunde kavu zisizopikwa,95,294,314,592,523,110,85,451,250,368,535,240,336,23.5,0,0,1.3,60,0.3,0.1,0.5,0,10.6,6.9,945,63,412,140,734,11,6.6,0,3.4,0.71,1.27,5,0,0,0,0,0.53,0.16,1.3,0.26,549,0,1.08
164,Groundnuts,Karanga,250,883,907,1672,926,317,387,1049,1082,3085,652,1025,567,25.8,0,0,49.2,16.1,6.8,24.4,15.6,0,8.5,3.8,1760,92,376,168,705,18,4.6,0,3.3,1.14,1.93,0,0,0,9,0,0.25,0.11,14.3,0.26,126,0,1.39
165,"Pigeon peas, cooked",Mbaazi uliyopikwa,250,883,907,1672,926,317,331,1337,1049,1082,3085,652,121,6.7,0,0,0.4,19.7,0.1,0,0.2,0,5.4,0.7,398,36,125,43,268,5,1.5,0,1,0.26,0.42,2,0,0,0,0,0.1,0.09,0.7,0,111,0,0.3
166,"Pigeon peas, green",Mbaazi mchanga mbichi,72,270,306,572,486,62,97,321,241,338,702,193,148,9.5,0,0,0.4,27.5,0,0,0.2,0,9.7,8.4,49,48,206,69,477,5,2.6,0,2.1,0.3,0.93,106,0,0,0,25,0.46,0.26,3.5,0.39,111,0,0.26
167,Sesame seed,Ufuta,65,354,340,563,553,143,56,348,197,408,744,185,573,17.7,0,0,49.7,23.5,7,18.8,21.8,0,16.9,0.7,4710,975,629,351,468,11,14.6,0,7.8,4.08,2.46,1,0,0,2,0,0.79,0.25,4.5,0.79,97,0,0.05
168,"Soybean, yellow",Maharage ya soya ya njano,388,736,763,1358,569,586,358,940,743,990,2630,522,415,36.5,0,0,20,30.3,3,4.5,11.3,0,9.3,4.3,1473,278,705,280,1798,3,15.8,0,5,1.65,2.53,3,0,0,3,3,0.4,0.7,1,0.2,133,0,0.43
169,Sunflower seed,Mbegu za alizeti,530,1585,1770,2973,2430,493,588,1905,1380,1820,2830,985,588,26.4,0,0,54.8,9.4,7.7,20.7,24,0,10.1,0.7,5160,131,776,347,407,40,7.8,0,10.3,1.46,1.43,7,0,0,2,0,0.72,0.09,4.7,0.15,96,0,0.68
170,"Beans, kidney, mature seeds, raw", Maharage mabichi yasiyopikwa,279,992,1041,1882,1618,355,256,1275,664,1233,1460,656,333,23.58,0,0,0.83,60.01,0.12,0.064,0.457,0,24.9,2.23,1586,72,365,116,1036,5,7.5,0,2.8,0.62,1.23,0,0,0,0.22,4.5,0.529,0.219,2.06,0.397,394,0,0.78
171,"Pigeon peas, raw",Mbaazi kavu hazijapikwai,209,783,887,1659,1409,180,281,931,699,980,2036,560,343,21.7,0,0,1.49,62.78,0.33,0.012,0.814,0,15,2,1154,104,363,125,777,15,4.4,0,2.9,0.75,1.22,1,0,0,0,0,0.643,0.187,2.965,0.283,456,0,1.266
